County,MedianHouseholdIncome,TotalPopulation,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,MedianAge,WhiteAlone,BlackAlone,AmericanIndianAlaskaNativeAlone,AsianAlone,NativeHawaiianPacificIslanderAlone,OtherRaceAlone,WhiteBlack,WhiteAmericanIndianAlaskaNative,WhiteAsian,BlackAmericanIndianAlaskaNative,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Married,Widowed,Divorced,Separated,NeverMarried,Uninsured,ForeignBorn,NonCitizen,Disability,MfgEmp1970,MfgEmp1980,MfgEmp1990,MfgEmp2001,MfgEmp2015,TotalEmp1970,TotalEmp1980,TotalEmp1990,TotalEmp2001,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
16083,44048,80004,39568,40436,6261,6665,5843,5406,5299,10969,9331,9460,4663,4435,6387,3681,1604,34.5,74333,406,817,1278,0,1713,166,544,228,18,75726,679,1472,1572,232,1893,11914,0.1369267578960941,50530,2838,4514,14604,13711,5934,6044,2885,747,34108,3980,7348,1102,14758,13262,6351,4517,9949,2377,3498,4102,3608,4325,20714,27880,31295,40431,49258,Far West,1921.7632104313936,39517.0,40704.0,1187.0,1858,173,1685,607,1059000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",38659,8520,5826,19000,16,FALSE,FALSE
16085,48384,9720,5059,4661,443,540,490,617,362,756,1232,1326,925,1052,1335,602,40,49.4,9554,4,2,16,0,5,0,85,1,0,9688,20,103,22,5,37,133,0.03738266559846193,7268,310,165,2082,1992,553,1531,635,869,4198,247,1625,181,1996,1659,44,36,1845,311,194,193,186,143,1933,3122,4100,5411,6744,Far West,3665.2182175531716,4538.0,4748.0,210.0,115,NA,NA,41,57000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2840,1170,363,1017,16,FALSE,FALSE
16087,34775,10025,5082,4943,467,684,700,661,533,911,1061,1278,754,728,1295,655,298,44.9,9477,0,63,93,0,160,0,185,32,0,9709,0,248,125,0,175,1742,0.10297520059896947,6980,427,777,2400,1978,431,698,269,676,4447,670,1128,204,1725,1959,561,391,2058,242,340,362,554,571,3054,3830,3836,4603,4610,Far West,1452.8649318668504,4324.0,4529.0,205.0,273,34,239,120,126000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5089,1251,1701,1731,16,FALSE,FALSE
17001,45965,67081,32676,34405,4132,4317,4304,4065,4173,8100,7683,9155,4962,4020,6093,4184,1893,40.6,62462,2539,170,560,0,359,497,194,53,13,63402,3176,470,665,47,410,943,0.13264367018668144,46090,1187,2830,16624,11622,4067,6484,3276,639,28577,4075,6356,543,14723,5548,900,482,9085,10193,9978,6383,5803,5079,34149,37495,37365,42606,42914,Greater Appalachia,855.2055821358676,30972.0,32449.0,1477.0,1347,42,1305,483,736000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",52264,26498,15163,694,17,FALSE,FALSE
17003,27265,7364,3634,3730,505,537,470,408,493,878,762,885,542,534,780,409,161,39.7,4538,2535,38,23,0,22,105,20,10,10,4695,2711,76,33,0,77,118,0.48983130431789446,4951,390,716,1772,1353,322,304,94,433,2212,521,819,310,1990,1136,61,44,1583,1143,726,467,235,172,4799,4372,3446,3133,2370,Greater Appalachia,235.52113628959776,2296.0,2500.0,204.0,454,17,437,145,250000,Small metro,Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3410,1996,473,NA,17,FALSE,FALSE
17005,47946,17313,8784,8529,857,903,1062,1144,1383,2041,2198,2501,1150,1276,1484,963,351,40.1,15712,962,19,140,0,90,191,91,5,0,16077,1217,140,170,0,147,587,0.17479283849852145,11964,559,1005,4762,2561,975,1244,858,691,6883,1130,1797,232,4434,867,299,201,2471,491,557,712,781,807,5071,5726,5408,6721,7443,Greater Appalachia,380.27921720436535,7810.0,8185.0,375.0,322,13,309,143,183000,Large fringe metro,Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",8971,5273,2380,NA,17,FALSE,FALSE
17007,58248,53851,26882,26969,3327,3911,4570,4277,3096,5693,7473,7932,3689,2815,4298,2011,759,38.2,47072,1191,127,703,0,3552,368,91,146,7,47984,1775,338,849,66,4094,10974,0.23494677643793516,34670,2135,2469,12466,8011,2584,4370,2635,1096,23166,2270,4162,883,11562,5247,6096,3115,5202,8132,7161,8132,4752,7914,14433,14433,16779,18620,23179,Yankeedom,280.7354883059026,25154.0,26600.0,1446.0,534,51,483,156,333000,Medium metro,Medium metro,Medium metro,20552,4054,10420,246,17,FALSE,FALSE
17009,50739,6859,4377,2482,270,319,289,291,631,1305,1110,953,483,299,492,237,180,37.7,5351,1145,0,79,0,2,14,40,208,6,5613,1179,46,287,0,16,286,0.3532449314850148,5059,180,538,2120,1049,463,481,228,627,2267,413,622,161,2518,329,86,55,531,NA,NA,29,27,46,2332,2120,2548,3546,4843,Greater Appalachia,305.60691640986437,2793.0,2877.0,84.0,99,NA,NA,40,56000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3020,532,1676,NA,17,FALSE,FALSE
17011,50423,34115,16728,17387,1835,2369,2033,2084,1818,3621,3940,4828,2568,2410,3405,2342,862,43.4,32362,203,76,261,5,762,195,75,45,0,32764,422,175,350,13,861,2881,0.1016366283136324,23976,790,1601,9439,5546,2303,2708,1589,712,15444,2091,3234,446,6691,3012,1263,812,4442,2726,3060,2266,2365,1583,14860,16451,16920,18849,16233,Midlands,869.0333309581567,16076.0,17e3,924.0,416,32,384,157,210000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",15118,4397,4564,85,17,FALSE,FALSE
17013,53869,4999,2528,2471,269,266,312,286,261,468,548,745,399,338,605,393,109,46.9,4904,6,4,1,0,0,6,78,0,0,4988,12,82,1,0,0,15,0.03676433335298235,3605,125,185,1567,733,431,367,197,665,2715,266,278,50,843,237,45,29,793,23,15,NA,NA,36,1918,2094,1765,2024,1728,Greater Appalachia,253.82468520049565,2292.0,2431.0,139.0,83,NA,NA,34,44000,Large fringe metro,Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",3931,848,2898,NA,17,FALSE,FALSE
17015,48631,14926,7459,7467,780,747,846,879,749,1505,1555,2056,1269,1180,1877,1012,471,47.5,14291,183,14,63,3,127,17,59,37,0,14507,292,91,111,41,203,494,0.09383510887708046,10925,359,684,4726,2360,1027,1222,547,648,7042,1067,1368,163,2900,1375,506,247,2230,1013,661,686,1073,799,8797,7549,7599,7633,7164,Yankeedom,445.0630030948237,8027.0,8419.0,392.0,233,NA,NA,83,119000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",8421,2335,1508,45,17,FALSE,FALSE
17017,47434,13254,6772,6482,816,839,1003,924,759,1568,1737,1770,989,741,1077,718,313,39.2,11856,464,6,33,0,596,82,19,54,0,12063,573,33,90,67,673,2433,0.19707773334278467,8913,492,798,4144,1806,438,876,359,629,5415,932,1176,170,2914,1269,1438,1079,1711,1384,1505,1799,2193,2241,6299,6587,6585,7789,7984,Greater Appalachia,375.81091637799085,6311.0,6631.0,320.0,235,11,224,86,118000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",8767,3235,2613,NA,17,FALSE,FALSE
17019,46495,205766,102654,103112,11496,10946,10386,20521,34671,30558,21961,21692,11301,10161,12027,7036,3010,29.3,150999,25902,325,20546,77,2013,2514,535,1529,150,156180,28899,1199,22687,379,2560,11403,0.4265415588422059,117746,2091,4617,26816,23674,9446,26312,24790,888,67965,7090,15046,2594,80243,16013,24104,15796,17625,5034,7225,10840,10424,7643,78601,95176,113002,123226,127298,Greater Appalachia,996.2361922669224,103024.0,108216.0,5192.0,3125,182,2943,1006,1696000,Small metro,Small metro,Small metro,68972,28618,15215,1682,17,FALSE,FALSE
17021,45334,34200,17478,16722,1902,1975,2199,2023,2082,3949,4143,4990,2419,2279,3227,2001,1011,42.0,32960,576,49,180,8,62,137,74,97,0,33325,748,123,312,8,84,525,0.07177426409168375,24019,750,2095,10603,5159,1991,2308,1113,642,14371,1997,4331,422,7003,2562,301,88,4521,1768,1234,936,1556,1509,13503,14129,15379,16444,15146,Greater Appalachia,709.3773337588544,14751.0,15638.0,887.0,677,32,645,231,357000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",16418,6004,5473,NA,17,FALSE,FALSE
17023,50517,16159,7828,8331,928,962,1168,1018,862,1776,1848,2416,1134,1056,1583,962,446,43.4,15719,51,6,70,0,87,38,112,9,0,15939,89,118,79,6,148,221,0.05281920201173984,11221,388,714,4291,2536,1265,1359,668,684,7468,1087,1585,275,2686,1437,196,134,2398,908,949,913,1883,1387,6686,7205,6740,8035,7940,Greater Appalachia,501.42085724498907,7821.0,8239.0,418.0,270,NA,NA,103,151000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10354,7127,777,NA,17,FALSE,FALSE
17025,44209,13582,6689,6893,801,808,956,808,843,1437,1515,1893,1001,1007,1319,897,297,42.8,13276,74,25,22,0,0,130,43,12,0,13461,204,68,34,0,0,187,0.043710016186383815,9366,445,680,3612,2139,1106,1036,348,552,6225,782,1454,88,2479,1285,139,77,2318,1185,802,2071,2327,1779,6390,6465,7364,8215,7872,Greater Appalachia,468.32602226890964,6333.0,6724.0,391.0,315,17,298,130,169000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10985,7102,2270,NA,17,FALSE,FALSE
17027,63236,37929,19473,18456,2083,2268,2360,2307,2312,5241,4820,5686,2673,2226,3138,1970,845,40.1,35608,1307,51,206,0,196,278,113,72,3,36159,1599,185,285,0,273,1134,0.11610591987051044,26599,1383,1390,8696,6271,3317,4030,1512,829,16546,2279,2810,156,9397,2079,508,177,4248,1648,942,1041,1406,923,9781,11281,14565,16607,16889,Greater Appalachia,474.0848479400208,19941.0,20773.0,832.0,295,13,282,104,143000,Large fringe metro,Large fringe metro,Large fringe metro,26446,3773,20300,NA,17,FALSE,FALSE
17029,39588,53037,25550,27487,2590,2612,2685,4611,8189,6726,5345,6138,3387,2958,4066,2573,1157,33.3,49289,1835,80,533,61,97,615,156,150,13,50333,2517,293,715,135,192,1209,0.13474590164834754,32350,1147,1993,10405,7598,3399,4562,3246,671,18963,2890,4921,722,17654,5148,1120,656,6785,4540,5321,5964,3427,3043,21704,25053,29315,34918,31771,Greater Appalachia,508.2877347221869,23383.0,24753.0,1370.0,1117,29,1088,380,646000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",22690,13186,3868,472,17,FALSE,FALSE
17031,55251,5236393,2537245,2699148,339967,327548,328844,336001,366854,849175,712157,696721,332013,284230,363577,204353,94953,35.9,2976501,1255823,13223,354652,486,515666,26904,11337,30117,4976,3072814,1302693,37087,395844,5357,550170,1295026,0.5968326850799275,3537179,262938,257366,847218,678308,226126,759678,505545,1179,1776574,250162,373123,93281,1746894,740856,1103953,576950,539900,802763,645392,477206,326062,196627,2809190,2906747,3108378,3268545,3455032,Yankeedom-Midlands,944.9913110152988,2506552.0,2666686.0,160134.0,155373,20859,134514,39427,90348000,Large central metro,Large central metro,Large central metro,3097119,432975,1947223,16508,17,TRUE,FALSE
17033,47468,19541,10078,9463,1001,1028,1098,1305,1181,2420,2458,2819,1380,1309,1859,1206,477,42.4,18161,696,26,79,0,40,188,166,62,5,18664,910,235,150,7,130,412,0.1351532795844278,13928,514,1023,4680,3045,2048,1659,959,598,8683,1100,2150,213,4268,1739,159,69,2983,2311,2866,1959,2384,1979,8556,10002,9299,10985,11686,Greater Appalachia,443.6304876367062,9436.0,9969.0,533.0,333,NA,NA,97,180000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7502,4927,538,126,17,FALSE,FALSE
17035,46061,10943,5509,5434,673,546,873,680,584,1240,1282,1553,848,747,1045,575,297,41.6,10737,23,21,93,0,0,26,4,18,0,10791,55,25,111,15,6,114,0.03802963389996605,7587,414,479,2823,1837,1001,743,290,588,4965,646,1230,106,1903,754,140,87,1981,377,486,123,292,580,3258,3728,3393,4228,4512,Greater Appalachia,346.02594679316485,5621.0,5904.0,283.0,173,NA,NA,61,94000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3005,1826,483,NA,17,FALSE,FALSE
17037,54101,104345,51515,52830,6174,6151,6765,9753,15036,14398,11708,12418,5673,5005,6171,3348,1745,30.3,87370,7215,237,2551,8,4572,944,340,405,19,89389,8441,638,3163,161,5061,11111,0.2907685619883986,60466,1828,2903,15931,15092,6596,11262,6854,1014,35296,4007,8270,938,36830,9630,6927,4376,9584,8226,7325,6852,5944,3962,31558,35216,40125,46527,53462,Yankeedom,631.351579342064,53706.0,56412.0,2706.0,926,48,878,258,560000,Large fringe metro,Large fringe metro,Large fringe metro,48858,9843,19447,693,17,FALSE,FALSE
17039,53959,16388,8251,8137,918,1037,1010,955,850,1857,2020,2470,1391,1006,1591,857,426,42.8,15763,82,10,12,0,184,13,291,9,0,16087,106,312,21,13,184,370,0.07410501390071034,11618,279,603,4490,2965,1048,1597,636,698,7584,859,1691,174,3128,1293,226,144,2004,945,1149,1083,928,548,6445,9002,7926,7859,7569,Greater Appalachia,397.54760769408057,7476.0,7879.0,403.0,251,NA,NA,94,141000,Small metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6497,3998,1065,NA,17,FALSE,FALSE
17041,51810,19826,9723,10103,1333,1317,1594,1223,1177,2331,2422,2626,1343,1264,1621,1083,492,38.3,19121,96,47,127,0,227,55,16,8,2,19256,176,77,200,9,331,1371,0.07707765184734283,13182,1518,598,4777,2883,1063,1783,560,709,8991,1184,1465,187,3755,3577,766,427,2069,1594,1608,1960,3770,3754,8199,9078,9189,11959,12263,Greater Appalachia,416.6646977923253,9907.0,10375.0,468.0,231,11,220,78,115000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",13331,6100,2104,128,17,FALSE,FALSE
17043,79658,930412,456274,474138,55440,62328,62840,65289,57033,118786,122343,142314,67257,56419,68863,34256,17244,38.8,739000,43798,2018,100760,76,22195,5057,2469,7021,1219,756796,51924,6744,110643,841,27107,129549,0.3534985723891023,627482,22759,25078,119341,122345,44793,177314,115852,1463,416891,37490,62234,8248,224941,77195,173455,76701,73695,27393,45575,66778,73195,57581,158827,289125,504745,711470,780818,Yankeedom,327.51761354425713,490896.0,515e3,24104.0,7960,2290,5670,1972,4360000,Large fringe metro,Large fringe metro,Large fringe metro,656048,120953,373823,3825,17,TRUE,FALSE
17045,45691,17992,8791,9201,996,1109,1109,1082,905,2020,2113,2497,1365,1243,1903,1044,606,43.4,17664,99,14,69,0,1,100,0,20,0,17809,199,14,89,8,18,200,0.035695864264722155,12791,534,1069,5020,2620,1233,1594,721,626,8320,1241,1951,148,3118,1460,135,69,2599,2303,1791,1006,1744,2430,9775,9281,7813,8940,9136,Greater Appalachia,623.3742118236454,9144.0,9694.0,550.0,438,15,423,146,245000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7868,3338,1128,213,17,FALSE,FALSE
17047,44497,6649,3284,3365,408,420,443,381,366,679,789,929,494,473,680,432,155,43.7,6490,37,0,15,0,0,55,12,16,0,6597,92,12,31,0,24,66,0.04629312680770381,4631,178,361,1706,1047,828,369,142,495,2963,457,575,91,1291,545,21,3,1032,649,1349,1754,NA,NA,2748,3838,4526,4589,3902,Greater Appalachia,222.41867805637722,2823.0,2978.0,155.0,72,NA,NA,21,40000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4229,2889,NA,NA,17,FALSE,FALSE
17049,52224,34332,17154,17178,2192,2020,2520,2348,2112,4222,3834,4969,2477,2029,2963,1794,852,38.9,33570,117,30,187,0,193,97,79,8,2,33783,233,121,225,30,195,638,0.04581861295137257,23140,835,1202,8432,4771,3061,3408,1431,652,14932,2180,2926,138,7452,2372,425,251,4097,1978,3268,4751,4160,2935,11841,16621,22472,26898,27348,Greater Appalachia,478.77735674571795,18074.0,18874.0,800.0,499,25,474,195,250000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",23738,10618,10144,205,17,FALSE,FALSE
17051,43944,22136,11622,10514,1202,1348,1415,1422,1465,2844,2768,3173,1655,1149,1940,1193,562,40.1,20633,932,15,145,0,57,39,87,84,91,20881,1070,193,236,0,110,377,0.13549620492364478,15284,966,1681,6107,3175,1334,1325,696,576,9013,1181,2035,291,5669,2643,177,55,3503,1055,1021,1197,1124,402,8068,8990,8744,9943,8935,Greater Appalachia,716.4849895617327,9322.0,9877.0,555.0,462,18,444,182,238000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10035,7744,571,NA,17,FALSE,FALSE
17053,49947,13835,6854,6981,740,1008,852,882,688,1454,1602,1977,1124,823,1279,850,556,42.7,13508,80,48,41,0,2,76,25,37,0,13656,163,73,84,7,7,367,0.04697888464189437,9665,355,703,3747,2427,831,1214,388,632,6056,1090,1371,112,2595,1203,107,50,2183,1175,1263,925,823,641,7247,7418,7048,7239,6853,Midlands,485.608298150569,6454.0,6772.0,318.0,200,NA,NA,70,111000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",7680,2239,1771,NA,17,FALSE,FALSE
17055,39512,39694,19558,20136,2320,2634,2358,2451,2244,4460,4823,5393,2944,2496,4246,2372,953,42.1,38704,189,97,174,5,60,188,170,54,0,39151,391,295,246,47,67,581,0.051176475399914656,27687,1036,2408,9514,7696,2947,2775,1311,569,16191,3044,4631,550,7966,4224,364,218,7670,753,567,671,1604,630,11211,14919,13709,14931,13524,Greater Appalachia,408.8903339087592,15317.0,16528.0,1211.0,1352,66,1286,454,781000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",22160,16444,3053,NA,17,FALSE,FALSE
17057,46083,36323,18844,17479,1840,2177,2023,2094,2148,4522,4688,5021,2432,2646,3538,2195,999,42.2,34328,1290,27,95,17,115,107,162,71,5,34697,1478,196,237,38,127,979,0.10802344003348507,26041,1013,2199,9355,6722,2596,3031,1125,637,15111,2180,4300,394,8298,2794,605,373,4798,2360,1713,577,313,361,14950,14977,14167,13331,12695,Greater Appalachia,865.5950143979321,14762.0,15793.0,1031.0,721,31,690,227,360000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",13692,4571,1217,296,17,FALSE,FALSE
17059,39636,5385,2570,2815,302,344,286,237,323,549,645,720,423,342,706,405,103,45.1,5216,21,33,25,0,1,12,16,61,0,5305,33,49,86,0,1,50,0.06042995425680553,3893,218,326,1611,977,391,253,117,441,2458,423,539,89,940,508,26,0,1239,264,151,28,88,43,3477,3158,2909,2011,2004,Greater Appalachia,323.0709660991636,2341.0,2518.0,177.0,213,14,199,78,108000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2970,1453,1246,NA,17,FALSE,FALSE
17061,42565,13502,6797,6705,732,807,849,851,773,1512,1629,1967,1103,816,1320,742,401,42.6,13194,129,14,7,0,65,16,61,10,1,13285,151,80,18,0,65,142,0.045464222433964085,9490,416,945,3886,2368,743,851,281,597,5735,956,1545,156,2723,1231,58,28,2148,512,339,377,298,116,5661,5672,5373,5232,4550,Greater Appalachia,543.0192165956428,5916.0,6225.0,309.0,402,19,383,143,249000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7544,2420,1764,NA,17,FALSE,FALSE
17063,65887,50277,25083,25194,3212,4096,3550,3459,2955,6386,7133,7290,3416,2561,3677,1839,703,37.2,47413,731,54,359,0,1185,147,143,164,0,47907,904,197,541,18,1248,4505,0.11013127641019826,33005,1044,1434,12418,8580,2658,4509,2362,1116,21680,2129,3863,591,11195,3620,1862,605,5454,2170,2367,2501,1663,1385,10667,13277,16176,19049,24628,Midlands,418.05194161399356,23879.0,25367.0,1488.0,374,16,358,131,189000,Large fringe metro,Large fringe metro,Large fringe metro,20613,5311,10700,365,17,FALSE,FALSE
17065,44159,8322,4087,4235,483,416,655,467,459,907,944,1127,555,638,873,520,278,43.2,8265,42,8,0,0,0,7,0,0,0,8272,49,8,0,0,0,16,0.013604750061339321,5842,435,281,2060,1650,596,521,299,580,4135,602,582,61,1387,829,0,0,1315,NA,NA,44,97,119,2962,3065,2932,3096,3870,Greater Appalachia,434.6655541936319,4272.0,4496.0,224.0,188,13,175,63,101000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4666,3194,1159,NA,17,FALSE,FALSE
17067,47699,18738,9249,9489,1028,1161,1062,1081,936,1886,1987,2674,1484,1340,2167,1253,679,46.2,18312,106,59,67,0,12,16,68,13,0,18490,158,155,85,14,50,245,0.047996479208276543,13470,368,729,5047,3072,1514,1974,766,586,9106,1270,1766,248,3082,1379,239,95,2560,586,536,1146,1852,317,8398,8650,8516,9764,7292,Greater Appalachia,793.7258712625842,8282.0,8812.0,530.0,313,12,301,96,174000,Micropolitan (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10135,2688,1521,733,17,FALSE,FALSE
17069,38838,4228,2184,2044,186,148,314,302,223,388,490,634,299,397,502,285,60,46.6,4083,33,5,28,0,19,0,17,13,0,4128,48,22,41,0,49,74,0.07286093871825572,3055,189,317,1049,791,347,250,112,455,1769,315,551,97,848,467,29,0,1112,91,13,76,NA,NA,1689,1445,1830,1723,1423,Greater Appalachia,177.5282124693755,1404.0,1514.0,110.0,179,NA,NA,67,98000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1228,1026,150,NA,17,FALSE,FALSE
17071,47672,7042,3428,3614,336,310,420,427,343,654,693,1085,597,561,907,504,205,49.1,6875,6,34,44,0,12,43,10,0,0,6946,58,44,44,12,21,99,0.04946039766081889,5206,171,456,2289,1092,474,584,140,571,3424,508,771,90,1183,515,69,26,1218,38,24,NA,NA,NA,2399,2331,2119,2635,2264,Midlands,378.8718999314507,3610.0,3801.0,191.0,109,NA,NA,36,56000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2437,479,190,NA,17,FALSE,FALSE
17073,53480,49883,24752,25131,2780,3043,3465,3406,2706,5354,5735,7168,3794,3397,4949,2894,1192,42.2,46841,890,47,257,7,847,510,208,89,0,47797,1493,322,410,60,931,2628,0.1208156647484413,34483,1025,2533,12153,8000,3654,5017,2101,694,23058,2882,4750,447,9459,3315,1056,564,5793,2829,2283,3840,1908,1882,19166,20553,21873,21409,20989,Midlands,822.9968539313062,23311.0,24739.0,1428.0,636,37,599,200,363000,Medium metro,Medium metro,Medium metro,22819,4617,6390,375,17,FALSE,FALSE
17075,47834,29053,14192,14861,1582,1734,1982,1885,1554,2999,3195,4173,2059,2080,3064,1908,838,44.1,27519,394,18,155,0,687,75,81,21,13,27751,483,137,188,9,768,1816,0.10411979399101157,20316,676,1620,8347,4483,2085,2102,1003,685,13184,2043,2613,261,5654,2412,910,562,3787,1678,1890,1360,1409,597,13021,13761,13241,14282,13388,Midlands,1117.291390983985,14377.0,15133.0,756.0,573,16,557,223,303000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",15708,7176,3890,92,17,FALSE,FALSE
17077,33871,59534,29883,29651,3064,2958,2799,5623,10034,8790,6146,6057,3380,3191,4108,2308,1076,30.1,46043,8652,244,1982,0,570,823,327,588,22,47948,9583,668,2660,0,756,2471,0.3681032673982262,35056,1244,1664,8764,8016,2980,6619,5769,682,19170,2333,4564,710,23886,5438,3725,2648,7038,2018,1740,1273,1276,935,22557,30443,33845,38133,36361,Greater Appalachia,584.071949502671,26869.0,28364.0,1495.0,1583,76,1507,557,920000,Small metro,Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",29259,14130,4220,661,17,FALSE,FALSE
17079,54209,9635,4805,4830,560,582,649,553,523,1100,1082,1477,721,688,881,586,233,42.9,9417,33,9,14,0,86,13,63,0,0,9493,46,72,14,0,86,123,0.04423567599347644,6768,311,394,2646,1272,952,834,359,592,4644,510,784,94,1804,763,144,118,1528,391,484,1209,374,207,4083,5023,5591,4753,4514,Greater Appalachia,494.5150417511582,4477.0,4753.0,276.0,142,NA,NA,50,77000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5060,1710,2335,NA,17,FALSE,FALSE
17081,43247,38578,19817,18761,2375,2407,2177,2329,2517,4668,4840,5396,2615,2591,3630,2184,849,40.7,33894,3067,66,406,0,113,554,141,49,43,34797,3759,301,522,20,257,880,0.22078588286131817,26773,1416,2320,8787,6847,3045,2739,1619,640,15841,2213,4269,696,8569,3473,570,304,6493,1684,1307,3405,2869,4059,13917,17822,20693,24561,25492,Greater Appalachia,571.166487154709,16412.0,17463.0,1051.0,1003,52,951,354,545000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",22248,17212,1409,195,17,FALSE,FALSE
17083,53271,22625,11058,11567,1125,1241,1637,1584,1517,2464,2680,3450,1569,1515,2092,1321,430,42.3,22004,96,9,169,0,22,37,91,131,2,22309,154,121,319,18,68,275,0.05800929997478621,15521,395,1011,5857,3687,1867,1777,927,757,10205,1229,2160,298,4711,2011,263,142,2697,359,265,146,158,214,5212,5758,6390,7584,7668,Greater Appalachia,369.2808883239823,10838.0,11437.0,599.0,348,18,330,128,183000,Large fringe metro,Large fringe metro,Large fringe metro,12594,2453,6962,NA,17,FALSE,FALSE
17085,53221,22397,11254,11143,1081,1024,1473,1337,1060,2070,2368,3065,1681,2011,3001,1585,641,48.2,21880,60,43,89,1,36,138,56,17,0,22124,207,99,143,26,88,688,0.04885773365958768,16422,397,871,6278,3827,1173,2483,1393,769,11160,1092,2089,207,4291,1530,640,302,2640,1404,1456,2014,2051,1151,8093,9021,11406,13355,12470,Yankeedom,600.9059252563328,11193.0,11693.0,500.0,198,10,188,77,140000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",12919,951,7844,38,17,FALSE,FALSE
