County,MedianHouseholdIncome,TotalPopulation,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,MedianAge,WhiteAlone,BlackAlone,AmericanIndianAlaskaNativeAlone,AsianAlone,NativeHawaiianPacificIslanderAlone,OtherRaceAlone,WhiteBlack,WhiteAmericanIndianAlaskaNative,WhiteAsian,BlackAmericanIndianAlaskaNative,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Married,Widowed,Divorced,Separated,NeverMarried,Uninsured,ForeignBorn,NonCitizen,Disability,MfgEmp1970,MfgEmp1980,MfgEmp1990,MfgEmp2001,MfgEmp2015,TotalEmp1970,TotalEmp1980,TotalEmp1990,TotalEmp2001,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
17087,42287,12829,7267,5562,582,591,728,715,867,1571,1693,1911,966,815,1454,710,226,43.2,11392,1137,13,29,0,13,28,59,68,32,11605,1218,125,97,0,50,381,0.20580908947901932,9346,459,1027,2935,2472,892,1063,498,579,5486,809,1246,251,3136,1010,59,6,1983,128,66,29,NA,80,2377,2852,3258,4038,4039,Greater Appalachia,343.917047534255,3819.0,4140.0,321.0,264,14,250,97,147000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4623,3643,162,NA,17,FALSE,FALSE
17089,70696,524886,261189,263697,36420,41500,41492,38859,32208,65467,74432,75771,31623,28179,34792,17214,6929,35.9,381618,29106,1877,19392,8,81525,3614,1371,2300,404,391146,34239,4016,22332,569,84402,163756,0.43827215618143933,334407,31054,26965,78439,68185,24078,68218,37468,1362,220172,19463,36898,6082,123264,62410,97473,61564,42002,36317,35971,33696,38230,32463,110040,133232,174179,238212,269150,Yankeedom,520.1631602941054,257993.0,271230.0,13237.0,5031,729,4302,1313,2810000,Large fringe metro,Large fringe metro,Large fringe metro,267748,50728,155391,2879,17,TRUE,FALSE
17091,52110,112221,55164,57057,6948,8026,7604,8155,8415,13589,13697,15357,7735,6506,8872,4872,2445,37.3,90068,16863,278,1248,30,1624,1157,278,189,103,91950,18311,746,1516,94,1825,10803,0.3283722465654466,73073,3273,5748,24917,19574,5844,8391,5326,926,41863,5737,9681,1703,30658,10548,5508,3503,18443,11577,9297,5626,6423,5882,39706,43027,45566,53784,55985,Midlands,676.5708761687191,52665.0,55890.0,3225.0,2658,90,2568,772,1478000,Small metro,Small metro,Small metro,56147,16364,27840,390,17,TRUE,FALSE
17093,84385,120036,59632,60404,9191,10935,10370,8522,6006,17430,20301,16016,6570,5098,6102,2720,775,33.8,100576,7831,188,3861,0,5132,890,306,683,0,102963,8760,504,4618,0,5667,19965,0.2849839534953127,75012,1971,2785,18467,19280,6377,16924,9208,1695,54172,3223,7074,716,24355,6162,10747,4151,8459,9286,9870,5414,4549,3351,14081,17209,15216,23186,40417,Midlands,320.284457937311,62411.0,65679.0,3268.0,727,93,634,186,433000,Large fringe metro,Large fringe metro,Large fringe metro,39448,6500,26089,612,17,FALSE,FALSE
17095,39976,52112,26159,25953,2582,2969,3130,3257,3823,6003,5861,6992,3921,3499,5311,3295,1469,42.1,45351,4429,83,430,0,989,256,242,159,10,46113,4766,349,615,26,1098,2763,0.23335324796714196,36351,1268,3381,13317,8056,3890,4150,2289,600,19110,3518,6167,651,13941,4566,1198,672,7824,8203,6846,5428,4868,1236,29974,29948,29064,31279,26570,Midlands,716.4150842214372,22034.0,23355.0,1321.0,1288,68,1220,440,673000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",18655,5208,3347,510,17,FALSE,FALSE
17097,78026,702898,350658,352240,42910,50113,55019,56637,46321,77952,93121,110093,48644,39711,47486,23589,11302,37.6,565671,48875,1095,47681,0,20856,4432,2399,5454,334,581492,55232,4703,55448,1426,24265,145475,0.3394562927717564,451898,25150,22817,96246,84815,27752,115560,79558,1505,305171,26078,48272,7768,167012,68927,128582,67057,56416,39065,44504,49122,55888,53394,166940,210930,296744,428661,462701,Yankeedom,443.8771347152035,354792.0,372394.0,17602.0,8134,1583,6551,2080,4656000,Large fringe metro,Large fringe metro,Large fringe metro,379104,84501,211380,3686,17,TRUE,FALSE
17099,50633,112579,56448,56131,6263,6547,7717,7108,6898,13485,13059,16607,8514,7069,9953,6082,3277,41.6,105932,2770,227,759,0,1259,579,315,410,4,107398,3408,606,1306,30,1505,9856,0.11517491704018079,78046,2723,6455,29258,20052,6911,8542,4105,777,46302,6904,11138,1105,26603,10337,3804,2197,14068,16763,11501,6844,6618,6330,50300,51322,49982,57914,56331,Midlands,1135.1364872106144,54375.0,57628.0,3253.0,1647,71,1576,525,936000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",53555,9475,30429,441,17,FALSE,FALSE
17101,40841,16665,9997,6668,856,1032,746,635,1083,2729,2205,2560,1189,870,1396,926,438,40.7,12651,3427,51,18,0,220,95,4,9,14,12795,3588,153,57,34,332,960,0.38553863935226407,12313,663,2155,4224,2694,1425,894,258,512,6033,996,1628,393,4967,1035,148,69,2290,783,970,363,718,963,6023,7005,6866,6744,6325,Greater Appalachia,372.17810433008935,5690.0,6130.0,440.0,303,17,286,116,159000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6718,3333,610,NA,17,FALSE,FALSE
17103,52379,35027,18524,16503,1847,2065,1916,2135,2119,4230,4225,5500,2712,2311,3172,2022,773,42.2,31940,1782,72,257,18,345,181,75,91,21,32424,2037,193,406,76,530,1975,0.1698890350098199,24945,787,2215,9402,5990,2243,2707,1601,751,14775,2132,3299,496,8497,2765,770,406,3960,2105,3033,2517,3314,2931,14843,16258,17668,17564,16966,Yankeedom,724.8570940278352,17345.0,18178.0,833.0,488,14,474,146,238000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",18364,3528,8379,NA,17,FALSE,FALSE
17105,54254,37689,19002,18687,2009,2089,2419,2283,2333,4834,4525,5712,2629,2554,3192,2075,1035,41.3,34856,2043,20,108,0,322,91,130,14,38,35118,2193,209,122,0,388,1624,0.1438092821387601,26556,991,2317,10750,6438,2031,2502,1527,730,15555,2400,4052,374,8791,2271,459,224,4665,2643,4134,4015,3386,2635,16690,18431,18968,21223,18912,Midlands,1044.2283570383572,16858.0,17720.0,862.0,520,24,496,180,270000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",19270,4724,4564,244,17,FALSE,FALSE
17107,50539,29956,15194,14762,1479,1691,1572,2085,2283,4110,3769,4122,1993,1856,2549,1438,1009,39.7,23727,3523,55,264,10,523,201,1261,30,251,25313,4043,1627,295,14,572,1234,0.34980210112158183,20846,609,2297,6949,5801,1613,2564,1013,678,11725,1664,3101,479,8270,1683,274,150,3530,2352,2246,2156,1635,1405,14344,14203,15510,14126,12494,Greater Appalachia,618.0564518843787,12508.0,13201.0,693.0,411,15,396,152,201000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",14062,7947,2282,NA,17,FALSE,FALSE
17109,40314,32009,15654,16355,1453,1591,1358,3753,5512,3746,2835,3286,1791,1939,2459,1522,764,30.7,28916,1618,53,663,0,111,322,105,90,37,29490,1977,197,770,66,139,856,0.17936687407841667,18342,234,1176,5353,3875,1442,3399,2863,654,11153,1491,2429,304,12202,2383,1232,795,3790,1998,2240,2157,1639,1569,15638,17270,18518,18884,16724,Greater Appalachia,589.407373615712,13621.0,14417.0,796.0,555,19,536,197,297000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",12196,4210,1445,373,17,FALSE,FALSE
17111,77222,307357,153090,154267,17575,22035,23710,23235,17840,33325,42484,52070,21965,17468,21959,9698,3993,39.3,281119,4137,272,8095,31,8118,1103,1050,1586,59,286082,5541,1746,10174,521,9237,37205,0.16393803909497084,202962,6268,9177,53793,49958,17859,43965,21942,1457,142030,11226,22939,2440,65646,23801,29615,14654,25542,15407,17072,20650,21981,15814,42260,56674,83188,121811,139693,Yankeedom,603.2214331859537,158201.0,166459.0,8258.0,2005,269,1736,563,1118000,Large fringe metro,Large fringe metro,Large fringe metro,165699,22386,108465,1449,17,TRUE,FALSE
17113,62211,173114,84278,88836,10603,10954,10570,15003,22051,23075,21166,21663,10174,8737,10527,5702,2889,32.7,145347,13853,304,8136,0,1688,1318,504,1213,60,148809,15443,1058,9674,117,2059,8101,0.28369964089593824,103933,1686,3500,26749,19068,7188,31297,14445,952,67110,6344,12407,1551,53575,10309,11112,7467,15617,6707,6963,8087,7192,4455,49339,63288,79934,109030,112592,Greater Appalachia,1183.3495120695509,86197.0,90491.0,4294.0,1737,72,1665,568,965000,Small metro,Small metro,Small metro,81774,34238,15215,1146,17,FALSE,FALSE
17115,47176,109193,52336,56857,6739,7059,6589,7060,7338,12855,12497,14498,8061,7556,9969,6212,2760,40.6,85850,16088,224,1316,21,607,2049,1952,262,469,90422,18791,2788,1632,104,722,2247,0.3481186360814432,74408,2159,5992,25755,17505,5934,11293,5770,685,42449,6305,11900,1421,26731,9347,2372,1388,15345,19701,19088,14710,12814,10329,61590,67250,64900,68073,63485,Greater Appalachia,580.6874162009908,46910.0,49973.0,3063.0,3276,98,3178,1100,1845000,Small metro,Small metro,Small metro,54303,24556,11451,804,17,FALSE,FALSE
17117,51206,46844,23174,23670,2413,2860,3080,3004,2676,5245,5506,6715,3699,3076,4557,2932,1081,42.6,45523,321,31,201,0,57,274,258,48,0,46199,650,332,257,17,128,469,0.05705421671123878,32811,1236,2100,12236,8669,2623,4014,1933,694,21016,2771,4965,462,9238,3850,302,120,7046,1310,1239,1499,1145,814,13961,17595,17439,18989,16449,Greater Appalachia,862.9188924572353,22596.0,23831.0,1235.0,1010,29,981,359,535000,Large fringe metro,Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",25600,10938,7707,NA,17,FALSE,FALSE
17119,53431,267356,130741,136615,15842,16351,17287,16531,18379,35287,32848,38400,19663,15852,22197,13084,5635,39.5,236014,21607,534,2248,24,1052,2278,1069,973,269,241153,24610,1977,3732,294,1802,7998,0.21456409671786736,182966,4729,9979,59089,45453,17467,29828,16421,847,109156,14598,27017,3704,63402,21227,6039,3186,31469,33020,25560,22358,20045,11906,98739,102446,112566,123690,129451,Greater Appalachia,715.733812753414,129641.0,136933.0,7292.0,5869,182,5687,1807,3373000,Large fringe metro,Large fringe metro,Large fringe metro,131105,59455,37243,1460,17,FALSE,FALSE
17121,42238,38665,18929,19736,2448,2660,2256,2350,2377,4394,4456,5366,2776,2617,3736,2115,1114,41.7,35957,1423,64,294,0,170,508,116,27,18,36694,1977,224,323,0,232,662,0.13219538360954908,26574,1331,1956,9410,6774,3263,2544,1296,633,16089,2535,4476,626,7575,3979,402,180,6846,2630,3645,4235,3956,2631,17547,21405,21762,22308,19650,Greater Appalachia,572.3741938585445,17134.0,18185.0,1051.0,1200,51,1149,367,627000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",24406,13916,2543,435,17,FALSE,FALSE
17123,53423,12173,6004,6169,657,693,688,726,696,1168,1331,1742,927,934,1367,803,441,45.9,11773,73,23,44,7,150,6,37,22,0,11868,79,68,66,40,155,375,0.0650955178711935,8713,206,524,3507,2061,951,1083,381,689,5534,912,1135,101,2453,765,234,106,1478,670,809,884,1090,957,4734,4703,5108,5455,4692,Midlands,386.7924594670113,5340.0,5680.0,340.0,141,NA,NA,29,92000,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",6538,1328,2282,NA,17,FALSE,FALSE
17125,41567,14126,6994,7132,675,775,981,893,755,1393,1638,2099,1101,978,1497,945,396,44.7,13757,127,23,64,0,2,129,3,6,0,13901,262,26,76,9,2,83,0.05147683529311009,10047,397,881,4149,2321,882,967,450,614,6128,947,1579,257,2783,1168,116,45,2197,544,555,255,551,111,5859,6031,5598,6269,5274,Greater Appalachia,539.2376482662282,6224.0,6633.0,409.0,281,NA,NA,89,156000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6580,3134,685,94,17,FALSE,FALSE
17127,40977,15016,7244,7772,805,946,1096,777,794,1535,1889,2145,1142,928,1552,1017,390,43.7,13641,902,5,63,0,28,232,1,28,4,14014,1154,16,101,0,124,379,0.1671495555914826,10598,592,1300,3358,2702,1087,1172,387,655,6145,1241,1740,183,2860,1634,148,52,3129,1104,907,617,654,357,4873,5365,4977,6686,5326,Greater Appalachia,237.21761512194152,5732.0,6110.0,378.0,479,26,453,188,246000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10284,7724,300,NA,17,FALSE,FALSE
17129,60486,12611,6158,6453,704,789,862,802,637,1264,1506,1933,975,947,1245,645,302,42.5,12264,113,6,52,0,19,73,15,19,26,12371,212,47,71,24,19,164,0.057353553426813475,8817,141,533,3278,1986,839,1480,560,823,6031,810,1118,113,2185,694,48,10,1565,220,210,59,48,72,3395,3683,3538,3971,3817,Greater Appalachia,314.4374310889979,6568.0,6856.0,288.0,156,NA,NA,44,98000,Small metro,Small metro,Small metro,5758,3034,954,NA,17,FALSE,FALSE
17131,54757,16107,7994,8113,825,976,1121,981,827,1570,1878,2378,1147,1202,1760,1045,397,44.3,15692,76,8,51,0,124,60,47,18,0,15825,159,55,92,0,132,344,0.052934348088153116,11377,220,724,4771,2824,1056,1202,580,669,7937,936,1437,105,2769,828,99,41,2003,132,161,282,395,448,5511,5746,5562,5915,5635,Midlands,561.1996352114226,7648.0,8086.0,438.0,170,NA,NA,61,97000,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",7398,968,1521,NA,17,FALSE,FALSE
17133,70859,33539,16452,17087,1659,1851,2789,2214,1662,3662,4250,5507,2738,2039,2689,1710,769,42.1,32773,114,13,346,0,11,88,137,33,0,33055,202,150,379,0,35,515,0.04460235008768876,23364,451,960,7865,5583,2086,4409,2010,1091,16943,1525,2424,218,6156,1518,489,100,3337,80,127,322,355,407,5083,5890,7369,10570,12735,Greater Appalachia,385.01679996220633,17851.0,18538.0,687.0,165,NA,NA,62,82000,Large fringe metro,Large fringe metro,Large fringe metro,21068,7306,9218,216,17,FALSE,FALSE
17135,46966,29348,15282,14066,1525,1764,1653,1791,1729,3667,3614,4162,2319,1768,2665,1869,822,42.2,26188,2569,54,143,11,87,107,61,71,10,26441,2686,125,247,11,134,483,0.19610545203886742,20886,986,2033,8707,4637,1818,1718,987,636,12813,1708,3197,366,6321,1403,249,78,3306,1718,2261,1968,1331,615,12260,14216,14055,15110,12859,Greater Appalachia,703.6864794423244,11303.0,12055.0,752.0,664,25,639,222,348000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",13945,7424,2050,350,17,FALSE,FALSE
17137,45978,35129,17761,17368,1853,1774,2282,2631,2501,4190,4027,4837,2550,2187,3379,1895,1023,41.0,32029,2103,31,194,0,41,535,108,42,0,32756,2650,147,260,12,71,798,0.16177469534229794,24088,778,1495,9983,4914,1551,3368,1999,683,14259,1695,3915,584,8766,2682,568,309,4648,3899,3347,4096,3606,2211,18158,18517,19780,20411,19306,Greater Appalachia,568.8037180042136,16734.0,17498.0,764.0,876,30,846,315,469000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17214,5851,4495,436,17,FALSE,FALSE
17139,49681,14927,7301,7626,911,1016,1082,947,785,1773,1678,1989,1149,822,1389,973,413,41.0,14682,50,17,32,0,5,73,48,16,0,14823,123,65,48,0,9,180,0.03215912304534452,10186,916,678,3755,2268,971,1088,510,709,6889,894,1514,60,2562,1812,159,85,1657,1089,498,486,1064,1181,5256,5210,5271,6188,6539,Greater Appalachia,335.9432078312632,7150.0,7470.0,320.0,162,NA,NA,59,74000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7884,5148,396,NA,17,FALSE,FALSE
17141,54849,52397,26103,26294,2747,3529,3711,3473,3028,5471,6620,8025,3857,3128,4892,2762,1154,41.5,49821,593,18,181,0,856,373,247,122,3,50710,990,268,361,75,979,4919,0.09688386439168484,35909,1389,2823,12114,9138,3332,4618,2495,856,23326,3054,4835,509,10687,4241,2959,1794,6194,6539,5709,6274,5134,3683,18789,18719,20580,23840,23511,Yankeedom,758.5775913362835,25145.0,26525.0,1380.0,562,27,535,174,337000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),Medium metro,21904,5464,7675,246,17,FALSE,FALSE
17143,51147,187112,90646,96466,12942,12492,11955,12442,13245,25897,22665,24020,12953,11024,15017,8273,4187,36.8,138383,32802,541,6896,10,2615,3514,293,549,269,143607,37182,1500,7812,296,3144,8185,0.41057580982573305,124036,3335,8874,35416,28177,12030,22634,13570,786,69322,9283,16769,1797,52553,15706,10096,5721,20664,21891,25522,15629,12777,7658,96421,113574,113308,124152,123773,Midlands,619.1895354656377,83746.0,89343.0,5597.0,5027,200,4827,1498,2864000,Medium metro,Medium metro,Medium metro,101347,30685,26165,882,17,FALSE,FALSE
17145,42478,21810,11572,10238,1042,1146,1400,1333,1572,2862,2890,3058,1510,1342,2008,1123,524,40.8,19201,1903,65,95,0,97,180,34,38,24,19496,2244,148,140,124,131,492,0.22421208712655816,15317,549,1612,5874,3686,1543,1436,617,566,8309,1658,2314,237,5722,1831,268,47,3098,2273,1570,1490,1687,497,8332,9194,9303,9264,7404,Greater Appalachia,441.77273238813956,8199.0,8772.0,573.0,436,18,418,145,247000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",12910,7340,3029,NA,17,FALSE,FALSE
17147,66261,16495,8171,8324,874,1096,1063,1086,809,1725,1984,2528,1319,1080,1607,998,326,43.3,16067,68,0,13,0,23,43,213,9,0,16391,121,213,22,3,79,178,0.05113995966057494,11567,203,437,4019,2630,1089,2075,1114,821,8468,740,1360,67,2827,874,105,76,1695,780,592,516,566,214,6320,6032,5853,6223,5834,Greater Appalachia,439.1700069234601,8341.0,8733.0,392.0,109,NA,NA,34,59000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",6531,2262,761,NA,17,FALSE,FALSE
17149,40588,16144,8053,8091,898,1046,1040,973,940,1777,1872,2171,1179,1080,1611,1025,532,42.6,15619,198,90,60,0,14,25,116,8,0,15782,235,218,68,0,16,197,0.06432587350788088,11247,496,910,4834,2595,698,1297,417,565,7396,1079,1592,118,2961,1607,88,58,2454,769,360,358,219,157,8172,7369,6857,7576,7151,Greater Appalachia,831.4006021720538,7450.0,7790.0,340.0,354,15,339,140,189000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6747,4383,364,103,17,FALSE,FALSE
17151,39223,4331,2242,2089,164,198,204,304,313,388,420,607,367,353,611,316,86,47.7,4068,159,9,21,0,41,2,7,7,15,4086,178,33,28,0,41,78,0.12230234924474703,3148,153,297,1016,831,375,307,169,559,1788,395,505,53,1028,281,44,5,882,0,0,31,NA,NA,964,1089,1340,1438,1338,Greater Appalachia,368.76990566877754,1676.0,1793.0,117.0,99,NA,NA,45,53000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1206,1105,NA,NA,17,FALSE,FALSE
17153,31980,5871,2868,3003,306,354,477,408,272,579,621,798,527,383,631,345,170,43.5,3828,1879,9,13,0,19,88,19,10,0,3947,1971,28,23,0,25,107,0.45820617636878347,4054,229,561,1440,997,355,342,130,485,2178,521,611,76,1344,584,62,35,1423,263,118,187,148,100,2993,2820,2848,2857,2464,Greater Appalachia,199.18526365143478,1882.0,2055.0,173.0,286,14,272,116,152000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4412,3330,386,NA,17,FALSE,FALSE
17155,56358,5822,2942,2880,309,343,346,329,295,609,592,894,569,405,667,305,159,46.0,5674,12,0,15,0,24,76,18,0,0,5771,88,18,15,0,27,279,0.049125719029275094,4200,82,328,1793,1017,456,345,179,726,2861,391,545,43,979,493,150,77,715,1057,975,906,734,474,2505,2669,3113,2713,2545,Midlands,160.16052654302158,2914.0,3064.0,150.0,43,NA,NA,13,21000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2042,67,1065,NA,17,FALSE,FALSE
17157,48158,33069,17902,15167,1642,1719,1932,1771,1964,4410,4333,5122,2468,2073,2991,1759,885,41.7,29051,3406,36,92,0,151,117,75,71,0,29381,3523,111,168,30,191,937,0.21517184431178094,24041,1083,2598,10191,5468,1823,2093,785,614,13082,2083,3250,472,8888,2391,283,106,4662,3321,3727,4242,3403,2876,13305,16116,17602,16739,16008,Greater Appalachia,575.5030557159652,13729.0,14428.0,699.0,514,15,499,182,298000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",22403,9741,7381,135,17,FALSE,FALSE
17159,44127,16127,8015,8112,1003,998,1041,891,951,1775,1816,2282,1059,1148,1539,1052,572,42.4,15701,70,51,60,0,4,70,40,15,10,15928,157,108,79,88,15,236,0.053661835091195154,11243,534,774,3747,2353,1486,1752,597,524,6870,1204,1884,144,2996,1401,195,93,2668,1709,1514,1609,840,526,8158,9873,9218,9731,9512,Greater Appalachia,360.01887629670864,6787.0,7203.0,416.0,448,21,427,177,238000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",9057,3899,2692,375,17,FALSE,FALSE
17161,48817,147161,72422,74739,9406,8980,9149,9296,9472,18530,17239,19522,10728,9630,13515,7793,3901,40.0,120888,13906,411,3159,25,4178,1962,570,506,121,125083,16365,1260,4021,231,5190,18061,0.3106446718083632,100858,4006,7984,32084,25260,9371,14595,7558,757,57540,9092,15910,1914,35170,12873,11594,7408,18776,24608,27200,14307,11992,9772,83715,93389,89517,95818,89987,Midlands,427.45967554591266,66413.0,70952.0,4539.0,2761,177,2584,897,1576000,Medium metro,Medium metro,Medium metro,63088,18447,18258,1201,17,FALSE,FALSE
17163,49895,267029,128729,138300,17268,18572,17951,17840,17803,34885,33858,38643,18575,15718,19435,11739,4742,37.7,174069,79877,470,3508,23,2014,3081,880,1365,370,180216,84218,2232,5220,296,2558,9849,0.47524835178203295,177595,5249,11892,49918,45419,18952,28473,17692,876,96810,14074,24096,4691,73354,26136,6981,3075,32934,14812,10762,7213,7111,5382,93142,100890,103681,121478,127392,Greater Appalachia,657.7789620809885,122782.0,130030.0,7248.0,8116,301,7815,2214,4690000,Large fringe metro,Large fringe metro,Large fringe metro,136200,46903,46372,2129,17,FALSE,FALSE
17165,38258,24783,12036,12747,1447,1467,1472,1608,1579,2895,2703,3444,1656,1833,2496,1511,672,42.4,23082,911,121,156,0,11,263,120,26,0,23581,1257,284,225,3,18,391,0.13326414801992303,17210,741,1707,5701,4672,1985,1682,722,540,9995,1815,2998,571,5038,2541,256,124,5130,740,254,166,444,421,9276,10629,11999,12903,12448,Greater Appalachia,379.8266985241785,9648.0,10385.0,737.0,1091,43,1048,364,595000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",15588,12672,847,240,17,FALSE,FALSE
17167,56167,199016,95552,103464,12038,12832,13291,12491,12409,25547,24479,28498,14085,13485,16436,9025,4400,39.7,164596,24595,270,3545,0,1503,2191,630,816,220,168641,27291,1319,4539,117,1834,4205,0.2963134888983495,135955,2836,7893,38177,30867,10783,28434,16965,837,76728,10295,21394,2574,49865,14316,6247,3153,27151,10645,6222,4398,4025,3194,86800,99927,122209,133103,126472,Greater Appalachia,868.3018604179313,101076.0,105845.0,4769.0,4586,172,4414,1407,2672000,Small metro,Small metro,Small metro,108076,42075,31734,1345,17,FALSE,FALSE
