name,idealogy_icon,city,state,statewide,headquarters,lat,long,splc_group,splc_ideology
Nation of Islam,black-separatist,Chattanooga,Tennessee,0,0,35,-85.31,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Nation of Islam,black-separatist,Columbus,Georgia,0,0,32.46,-84.95,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Nation of Islam,black-separatist,Tampa,Florida,0,0,27.95,-82.45,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
League of the South,neo-confederate,Killen,Alabama,0,1,34.862863,-87.537525,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
Keystone State Skinheads,racist-skinhead,Philadelphia,Pennsylvania,0,0,39.95,-75.16,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/keystone-united"">Keystone United</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Heritage and Destiny,white-nationalist,Silver Spring,Maryland,0,1,39,-77.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
League of the South,neo-confederate,Aiken,South Carolina,0,0,33.560416,-81.719553,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
League of the South,neo-confederate,Jacksonville,Florida,0,0,30.312149,-81.737552,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
VDARE Foundation,white-nationalist,Warrenton,Virginia,0,1,38.713451,-77.795271,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/vdare"">VDARE</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
FreeMississippi,neo-confederate,Perkinston,Mississippi,0,1,30.78,-89.14,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
New Black Panther Party,black-separatist,Los Angeles,California,0,0,34.06,-118.24,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party,black-separatist,St. Louis,Missouri,0,0,38.629185,-90.217431,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
AC Skins,racist-skinhead,Atlantic City,New Jersey,0,0,39.36,-74.42,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Yahweh's Truth,christian-identity,Linwood,Michigan,0,1,43.742369,-84.069596,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity"">Christian Identity</a>"
Vinlanders Social Club,racist-skinhead,,Indiana,1,1,40.26,-86.13,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/vinlanders-social-club"">Vinlanders Social Club</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Nation of Islam,black-separatist,Norfolk,Virginia,0,0,36.885412,-76.26529,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Maryland State Skinheads,racist-skinhead,Baltimore,Maryland,0,1,39.29,-76.61,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Nation of Islam,black-separatist,Fort Worth,Texas,0,0,32.72,-97.31,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Council of Conservative Citizens,white-nationalist,Silver Spring,Maryland,0,0,39.00415,-77.039175,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/council-conservative-citizens"">Council of Conservative Citizens</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Fundamentalist Latter Day Saints,other,Hildale,Utah,0,1,37,-112.97,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
Fundamentalist Latter Day Saints,other,Colorado City,Arizona,0,0,36.990262,-112.97577,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/fundamentalist-church-jesus-christ-latter-day-saints"">Fundamentalist Church of Jesus Christ of Latter-Day Saints</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
Chalcedon Foundation,anti-lgbt,Vallecito,California,0,1,38.09,-120.47,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
American Vision,anti-lgbt,Powder Springs,Georgia,0,1,33.859549,-84.683824,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Family Research Institute,anti-lgbt,Colorado Springs,Colorado,0,1,39.00922,-104.70047,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
ISD Records,racist-music,Denison,Texas,0,1,33.75,-96.53,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
Nation of Islam,black-separatist,Texarkana,Texas,0,0,33.43,-94.07,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Nation of Islam,black-separatist,Shreveport,Louisiana,0,0,32.45,-93.76,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
American Border Patrol,anti-immigrant,Sierra Vista,Arizona,0,1,31.588871,-110.211737,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant"">Anti-Immigrant</a>"
Center for Perpetual Diversity,white-nationalist,Arlington,Virginia,0,1,38.87,-77.1,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
National Policy Institute,white-nationalist,Whitefish,Montana,0,1,48.40856,-114.308856,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
League of the South,neo-confederate,West Plains,Missouri,0,0,36.728115,-91.852371,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
National Socialist Movement,neo-nazi,,Maryland,1,0,39.04,-76.64,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
United Northern and Southern Knights of the Ku Klux Klan,kkk,East Ellijay,Georgia,0,1,34.68,-84.47,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Nation of Islam,black-separatist,Greenville,South Carolina,0,0,34.85,-82.37,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
League of the South,neo-confederate,Tupelo,Mississippi,0,0,34.25,-88.7,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
Confederate White Knights of the Ku Klux Klan,kkk,Richmond,Virginia,0,0,37.54,-77.43,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Traditional Values Coalition,anti-lgbt,Anaheim,California,0,0,33.827605,-117.907324,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/traditional-values-coalition"">Traditional Values Coalition</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Traditional Values Coalition,anti-lgbt,Washington,District of Columbia,0,1,38.883137,-76.990227,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/traditional-values-coalition"">Traditional Values Coalition</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Vinlanders Social Club,racist-skinhead,,Arizona,1,0,34.04,-111.09,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/vinlanders-social-club"">Vinlanders Social Club</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
National Socialist Movement,neo-nazi,,Alabama,1,0,32.31,-86.9,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
ProEnglish,anti-immigrant,Arlington,Virginia,0,1,38.89,-77.06,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant"">Anti-Immigrant</a>"
Californians for Population Stabilization,anti-immigrant,Santa Barbara,California,0,1,34.42,-119.7,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant"">Anti-Immigrant</a>"
Golden State Skinheads,racist-skinhead,Southern,California,0,0,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Baltimore,Maryland,0,1,39.29,-76.61,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Robert Sungenis,rad-trad-catholicism,State Line,Pennsylvania,0,1,39.722976,-77.724641,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
Catholic Counterpoint,rad-trad-catholicism,Broomall,Pennsylvania,0,1,39.971667,-75.354722,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
"Catholic Family News/Catholic Family Ministries, Inc.",rad-trad-catholicism,Niagara Falls,New York,0,1,43.086335,-79.059163,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
Culture Wars/Fidelity Press,rad-trad-catholicism,South Bend,Indiana,0,1,41.689403,-86.252357,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
"Fatima Crusader, The/International Fatima Rosary Crusade",rad-trad-catholicism,Constable,New York,0,1,44.991376,-74.306598,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
IHS Press,rad-trad-catholicism,Norfolk,Virginia,0,1,36.896331,-76.305418,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
OMNI Christian Book Club,rad-trad-catholicism,Palmdale,California,0,1,34.35794,-118.065444,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
"Remnant, The/The Remnant Press",rad-trad-catholicism,Forest Lake,Minnesota,0,1,45.283142,-93.010751,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
Slaves of the Immaculate Heart of Mary,rad-trad-catholicism,Richmond,New Hampshire,0,1,42.748849,-72.22305,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
Tradition in Action,rad-trad-catholicism,Los Angeles,California,0,1,34.022447,-118.200027,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism"">Radical Traditional Catholicism</a>"
Vinlanders Social Club,racist-skinhead,,Florida,1,0,27.66,-81.51,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/vinlanders-social-club"">Vinlanders Social Club</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
WTM Enterprises,white-nationalist,Roanoke,Indiana,0,1,40.962546,-85.373307,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
California Skinheads,racist-skinhead,,California,1,1,36.77,-119.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
National Socialist Movement,neo-nazi,,Iowa,1,0,41.87,-93.09,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
National Prayer Network,other,Clackamas,Oregon,0,1,45.412015,-122.54578,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
"Fitzgerald Griffin Foundation, The",white-nationalist,Vienna,Virginia,0,1,38.89,-77.25,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
