name,idealogy_icon,city,state,statewide,headquarters,lat,long,splc_group,splc_ideology
Southern National Congress,neo-confederate,,Louisiana,0,0,30.98,-91.96,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
ATLAH World Missionary Church (All The Land Anointed Holy),anti-lgbt,New York,New York,0,1,40.813891,-73.962432,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Probe Ministries,anti-lgbt,Plano,Texas,0,1,33.020871,-96.738694,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Pass the Salt Ministries,anti-lgbt,Hebron,Ohio,0,1,39.96,-82.49,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
United Dixie White Knights of the Ku Klux Klan,kkk,Leakesville,Mississippi,0,1,31.15,-88.55,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Black Riders Liberation Party,black-separatist,New York,New York,0,0,40.71,-74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Stedfast Baptist Church,anti-lgbt,Fort Worth,Texas,0,1,32.775951,-97.400287,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Aryan Strikeforce,racist-skinhead,,Massachusetts,1,0,42.4,-71.38,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Aryan Strikeforce,racist-skinhead,,Colorado,1,0,39.55,-105.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Aryan Strikeforce,racist-skinhead,,Missouri,1,0,37.96,-91.83,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Aryan Strikeforce,racist-skinhead,,Virginia,1,0,37.43,-78.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
National Socialist Movement,neo-nazi,,Connecticut,1,0,41.6,-73.08,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
National Socialist Movement,neo-nazi,,Delaware,1,0,39.15,-75.52,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
National Socialist Movement,neo-nazi,,Florida,1,0,28.53,-81.37,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
National Socialist Movement,neo-nazi,,New York,1,0,43.29,-74.21,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement"">National Socialist Movement</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
Eastern Hammerskins,racist-skinhead,,New Hampshire,1,0,43.19,-71.57,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Radix Journal,white-nationalist,Whitefish,Montana,0,1,48.41,-114.33,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Stahlhelm Records,racist-music,Milwaukee,Wisconsin,0,0,43.03,-87.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
National Alliance,neo-nazi,Laurel Bloomery,Tennessee,0,0,36.56,-81.75,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/national-alliance"">National Alliance</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi"">Neo-Nazi</a>"
White Boy Society,white-nationalist,,Wisconsin,1,0,43.78,-88.78,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
American Vikings,racist-skinhead,Indianapolis,Indiana,0,0,39.75,-86.11,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
NSM88 Records,racist-music,Detroit,Michigan,0,0,42.33,-83.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/hate-music"">Hate Music</a>"
European American Front,white-nationalist,Baldwyn,Mississippi,0,1,34.5,-88.63,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
All Eyes On Egipt Bookstore Brooklyn NY,black-separatist,Brooklyn,New York,0,1,40.69,-73.93,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Divine International Church of the Web,christian-identity,Morton,Illinois,0,1,40.61,-89.45,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity"">Christian Identity</a>"
Christian Revival Center,christian-identity,Harrison,Arkansas,0,1,36.22,-93.1,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity"">Christian Identity</a>"
Bosch Fawstin,anti-muslim,New York,New York,0,0,40.71,-74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Muncie,Indiana,0,0,40.19,-85.38,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Harrodsburg,Kentucky,0,0,37.76,-84.84,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Springfield,Missouri,0,0,37.2,-93.29,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Hendersonville,Tennessee,0,0,36.3,-86.61,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Militant Knights of the Ku Klux Klan,kkk,Dixonville,Pennsylvania,0,1,40.71,-79,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Fundamentalist Latter Day Saints,other,,South Dakota,1,0,43.05,-103.74,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/fundamentalist-church-jesus-christ-latter-day-saints"">Fundamentalist Church of Jesus Christ of Latter-Day Saints</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
Loyal White Knights of the Ku Klux Klan,kkk,Hampton Bays,New York,0,0,40.86,-72.51,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Texas Rebel Knights of the Ku Klux Klan,kkk,Quinlan,Texas,0,1,32.91,-96.13,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Nation of Islam,black-separatist,Brunswick,Georgia,0,0,31.14,-81.49,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party,black-separatist,Hattiesburg,Mississippi,0,0,31.32,-89.29,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party,black-separatist,Waycross,Georgia,0,0,31.21,-82.35,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Hazel Green,Alabama,0,0,34.93,-86.57,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Hudson,Florida,0,0,28.36,-82.69,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Erwin,Tennessee,0,0,36.14,-82.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
New Black Panther Party,black-separatist,Augusta,Georgia,0,0,33.47,-82.01,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party,black-separatist,Nashville,Tennessee,0,0,36.16,-86.78,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party,black-separatist,Dayton,Ohio,0,0,39.75,-84.19,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party,black-separatist,Tallahassee,Florida,0,0,30.43,-84.28,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
International Keystone Knights of the Ku Klux Klan,kkk,,Mississippi,1,0,32.35,-89.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Vance,Alabama,0,0,33.17,-87.23,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Bally,Pennsylvania,0,0,40.4,-75.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
East Coast Knights of the True Invisible Empire,kkk,,North Carolina,1,0,35.75,-79.01,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Nation of Islam,black-separatist,Gainesville,Florida,0,0,29.65,-82.32,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/nation-islam"">Nation of Islam</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Black Riders Liberation Party,black-separatist,San Diego,California,0,0,32.71,-117.16,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Black Riders Liberation Party,black-separatist,Detroit,Michigan,0,0,42.33,-83.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Black Riders Liberation Party,black-separatist,,Virginia,1,0,37.43,-78.65,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Black Riders Liberation Party,black-separatist,Chicago,Illinois,0,0,41.87,-87.62,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Black Riders Liberation Party,black-separatist,Miami,Florida,0,0,25.76,-80.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party,black-separatist,Springfield,Illinois,0,0,39.78,-89.65,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
New Black Panther Party,black-separatist,Virginia Beach,Virginia,0,0,36.85,-75.97,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party"">New Black Panther Party</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Militant Knights of the Ku Klux Klan,kkk,,Maine,1,0,45.25,-69.44,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Militant Knights of the Ku Klux Klan,kkk,,Ohio,1,0,40.41,-82.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Militant Knights of the Ku Klux Klan,kkk,Minneapolis,Minnesota,0,0,44.97,-93.26,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Militant Knights of the Ku Klux Klan,kkk,Gladeville,Tennessee,0,0,36.11,-86.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Ku Klos Knights of the Ku Klux Klan,kkk,Hixson,Tennessee,0,0,35.13,-85.23,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
All Eyes on Egipt Bookstore,black-separatist,Monticello,Georgia,0,0,33.3,-83.68,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
All Eyes on Egipt Bookstore,black-separatist,Detroit,Michigan,0,0,42.43,-82.98,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
All Eyes on Egipt Bookstore,black-separatist,Dorchester,Massachusetts,0,0,42.36,-71.05,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
All Eyes on Egipt Bookstore,black-separatist,Orlando,Florida,0,0,28.57,-81.45,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
All Eyes on Egipt Bookstore,black-separatist,Cleveland,Ohio,0,0,41.52,-81.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
All Eyes on Egipt Bookstore,black-separatist,Decatur,Georgia,0,0,33.77,-84.29,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,New York,New York,0,0,40.71,-74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Philadelphia,Pennsylvania,0,0,39.95,-75.16,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Washington,District of Columbia,0,0,38.9,-77.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Chicago,Illinois,0,0,41.87,-87.62,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Indianapolis,Indiana,0,0,39.76,-86.15,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Atlanta,Georgia,0,0,33.74,-84.38,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Syracuse,New York,0,0,43.04,-76.14,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Los Angeles,California,0,0,32.71,-117.16,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israelite School of Universal Practical Knowledge,black-separatist,Portland,Oregon,0,0,45.52,-122.67,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Golden State Skinheads,racist-skinhead,Northern,California,0,0,38.83,-120.89,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Aryan Strikeforce,racist-skinhead,,Arkansas,1,0,35.2,-91.83,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Militant Knights of the Ku Klux Klan,kkk,,Alabama,1,0,32.31,-86.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Militant Knights of the Ku Klux Klan,kkk,,Mississippi,1,0,32.35,-89.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Militant Knights of the Ku Klux Klan,kkk,,New Jersey,1,0,40.05,-74.4,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan"">Ku Klux Klan</a>"
Israel United In Christ,black-separatist,Birmingham,Alabama,0,0,33.41,-86.68,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Phoenix,Arizona,0,0,33.49,-112.12,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Los Angeles,California,0,0,34.05,-118.24,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Denver,Colorado,0,0,39.73,-104.99,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Orlando,Florida,0,0,28.53,-81.37,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Miami,Florida,0,0,25.76,-80.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Tallahassee,Florida,0,0,30.43,-84.28,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Atlanta,Georgia,0,0,33.61,-84.47,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Chicago,Illinois,0,0,41.87,-87.62,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Kansas City,Kansas,0,0,39.11,-94.62,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Louisville,Kentucky,0,0,38.25,-85.75,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,New Orleans,Louisiana,0,0,29.95,-90.07,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Vinlanders Social Club,racist-skinhead,,California,1,0,36.77,-119.41,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/vinlanders-social-club"">Vinlanders Social Club</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Vinlanders Social Club,racist-skinhead,,North Carolina,1,0,35.75,-79.01,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/vinlanders-social-club"">Vinlanders Social Club</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Israel United In Christ,black-separatist,Detroit,Michigan,0,0,42.33,-83.04,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Stop the Islamization of the World,anti-muslim,Houston,Texas,0,0,29.76,-95.36,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Israel United In Christ,black-separatist,Boston,Massachusetts,0,0,42.36,-71.05,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,St. Louis,Missouri,0,0,38.62,-90.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
"Straight Way and More, The",anti-muslim,Venice,Florida,0,0,27.09,-82.45,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim"">Anti-Muslim</a>"
Israel United In Christ,black-separatist,Las Vegas,Nevada,0,0,36.16,-115.13,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Newark,New Jersey,0,0,40.73,-74.17,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Bronx,New York,0,0,40.84,-73.86,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United in Christ,black-separatist,Charlotte,North Carolina,0,0,35.27,-80.79,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Heath,Ohio,0,0,40.03,-82.43,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United in Christ,black-separatist,Warr Acres,Oklahoma,0,0,35.51,-97.61,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Pittsburgh,Pennsylvania,0,0,40.44,-79.99,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Memphis,Tennessee,0,0,35.11,-90,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Dallas,Texas,0,0,32.87,-96.88,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Houston,Texas,0,0,29.67,-95.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Austin,Texas,0,0,30.26,-97.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Corpus Christi,Texas,0,0,27.8,-97.39,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,San Antonio,Texas,0,0,29.42,-98.49,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Hampton,Virginia,0,0,37.03,-76.35,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Washington,District of Columbia,0,0,38.9,-77.03,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,,Oregon,1,0,43.8,-120.55,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Israel United In Christ,black-separatist,Mount Vernon,New York,0,1,40.91,-73.85,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist"">Black Separatist</a>"
Conservative Republicans of Texas,anti-lgbt,Houston,Texas,0,0,29.73,-95.43,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Faith2Action,anti-lgbt,North Royalton,Ohio,0,1,41.31,-81.72,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
League of the South,neo-confederate,Harrison,Arkansas,0,0,36.22,-93.1,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/group/league-south"">League of the South</a>","<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate"">Neo-Confederate</a>"
Traditionalist Youth Network,white-nationalist,Benson,North Carolina,0,0,35.75,-79.01,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Citizens for Community Values,anti-lgbt,Cincinnati,Ohio,0,1,39.27,-84.4,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
"Campus Ministry USA, The",anti-lgbt,Terre Haute,Indiana,0,1,39.46,-87.41,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt"">Anti-LGBT</a>"
Repent Amarillo,other,Amarillo,Texas,0,1,35.22,-101.83,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
Supreme White Alliance,racist-skinhead,,Ohio,1,1,40.41,-82.9,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Supreme White Alliance,racist-skinhead,,Pennsylvania,1,0,41.2,-77.19,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Active Democracy,other,Washington,District of Columbia,0,1,38.93,-76.99,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/general-hate"">General Hate</a>"
Traditionalist Worker Party,white-nationalist,Madisonville,Kentucky,0,0,37.32,-87.49,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
American Eagle Party,white-nationalist,Gatlinburg,Tennessee,0,1,35.75,-83.35,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist"">White Nationalist</a>"
Crew 38,racist-skinhead,,Tennessee,1,0,35.51,-86.58,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Crew 38,racist-skinhead,,Idaho,1,0,44.06,-114.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
Crew 38,racist-skinhead,,Washington,1,0,47.75,-120.74,,"<a href=""https://edit.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead"">Racist Skinhead</a>"
